465,2007-9-28,4,1,Mariańska,3477.25735816
283,2007-5-27,6,2,Baboszewo,4022.73779678
312,2007-6-22,8,2,Drelów,2427.68889418
347,2007-8-28,None,3,Kołczygłowy,2750.06320001
49,2007-3-3,7,1,Dźwierzuty,2376.5740226
102,2007-3-18,10,1,Lubniewice,1452.85550339
450,2007-6-20,None,3,Goczałkowice,2038.37473775
157,2007-4-19,2,2,Brudzew,1866.01727526
75,2007-8-6,9,1,Stromiec,1716.77588895
323,2007-12-5,1,2,Przybiernów,2960.65470749
368,2007-11-3,None,3,Michałów,1960.61601342
267,2007-11-16,10,1,Pszów,3900.98872697
120,2007-5-27,7,2,Spiczyn,1577.78926669
138,2007-12-15,None,3,Jeżewo,3391.58777451
113,2007-11-17,None,3,Blizanów,4070.77872659
706,2007-1-26,None,3,Klucze,2449.70544049
143,2007-3-25,11,2,Świętajno,3422.83843491
233,2007-12-12,5,1,Połaniec,617.33768347
182,2007-3-26,None,3,Łosice,3825.88533357
636,2007-6-3,5,2,Siemyśl,4681.93893056
615,2007-4-20,None,3,Szczaniec,339.702507169
423,2007-8-14,None,3,Dębowa,2031.48021079
473,2007-10-8,1,1,Dziwnów,3348.95341263
503,2007-6-7,None,3,Skaryszew,1980.57495461
186,2007-6-12,1,1,Wola,776.17210114
383,2007-3-23,3,1,Skrzyszów,836.105307765
78,2007-11-10,None,3,Legnica,340.494360772
571,2007-11-21,9,1,Żerków,3564.94062308
262,2007-5-7,None,3,Stawiski,3707.70978356
524,2007-5-28,3,1,Pokrzywnica,725.081718358
34,2007-4-23,None,3,Złoczew,4551.45763617
519,2007-1-25,None,3,Doruchów,1519.41856724
448,2007-8-19,7,1,Stężyca,2367.57926349
383,2007-5-7,3,1,Murów,1273.86343104
200,2007-8-5,7,1,Płużnica,3135.21396821
65,2007-11-23,3,2,Rybno,2652.35692768
291,2007-4-2,3,2,Skawina,4392.86940824
590,2007-9-20,None,3,Sopot,242.384364759
359,2007-6-21,8,2,Stanin,4705.79399071
122,2007-2-10,None,3,Gromadka,3061.43804474
368,2007-8-17,2,2,Somianka,3134.59024665
357,2007-8-22,4,1,Olecko,187.783035782
103,2007-9-14,9,1,Bisztynek,4094.63158841
491,2007-11-14,11,1,Wilanów,423.660337199
708,2007-10-6,3,2,Warpno,1425.39103266
375,2007-2-26,10,1,Krzywcza,3966.12612536
425,2007-4-15,4,1,Kolsko,1538.63572734
163,2007-4-27,None,3,Raszków,1585.34114418
292,2007-9-25,3,2,Kołaki,295.175294551
150,2007-6-19,None,3,Lichnowy,350.999107509
106,2007-6-20,1,1,Łomianki,4520.67354055
728,2007-11-24,None,3,Parzęczew,2563.98815541
373,2007-9-11,1,1,Tarnowska,2275.94408465
706,2007-1-28,None,3,nad,4664.30952527
33,2007-6-25,7,2,Zembrzyce,1701.55458548
743,2007-1-4,None,3,Szreńsk,689.281810243
70,2007-12-27,8,1,Troszyn,4201.59787926
737,2007-8-10,None,3,Ochotnica,2292.5705107
158,2007-11-10,None,3,Odrzańskie,2449.37466642
481,2007-12-26,11,2,Sułów,1477.87264665
706,2007-11-1,9,2,Lipinki,2661.30214461
667,2007-4-11,7,1,Turośń,407.459021251
121,2007-8-15,None,3,Legnica,4090.4297165
675,2007-11-21,7,2,Stargard,2771.87907448
489,2007-6-17,11,1,Dwór,4806.52402107
544,2007-8-21,1,2,Borzytuchom,2011.76780891
263,2007-10-4,2,1,Spiczyn,2349.46986137
417,2007-4-24,None,3,Lubuskie,4685.86457053
21,2007-4-15,6,1,Piątnica,4082.32700102
28,2007-9-1,2,1,Izabelin,4531.88001038
500,2007-11-28,5,1,Moszczenica,1068.59254183
525,2007-2-12,None,3,Bejsce,1492.5168794
625,2007-3-1,1,1,Dzików,1827.20067681
372,2007-12-3,4,2,Łomianki,2135.07281127
433,2007-3-12,None,3,Rzekuń,943.297639836
161,2007-5-12,5,1,Włoszczowa,2089.86888054
351,2007-4-23,4,2,Zawidów,1420.63117356
524,2007-10-15,6,1,Miasto,2845.70821249
150,2007-1-11,5,2,Laskowa,2202.50132507
220,2007-10-23,4,1,Woda,4860.62722799
533,2007-8-22,10,2,Wysokie,1165.37445714
84,2007-9-26,5,2,Chrzanów,4072.03905401
538,2007-9-15,6,1,Wrocław,4463.4331396
280,2007-8-24,4,2,Książ,1096.84747338
238,2007-12-25,8,2,Kornowac,326.870216683
497,2007-6-2,8,1,Kościelny,3763.35659255
448,2007-5-28,8,2,Sztum,4356.68541939
451,2007-12-21,11,2,Bychawa,1955.54829206
520,2007-6-11,11,2,Radowo,1141.0394065
290,2007-1-17,1,1,Łużyckie,4387.33246719
332,2007-2-6,None,3,Grzmiąca,4674.43446404
107,2007-1-23,None,3,Pomorskie,2742.87609959
570,2007-3-16,9,2,Żarnów,3125.89147637
694,2007-8-19,10,1,Stary,759.081693861
99,2007-9-1,11,2,Dzierzążnia,4987.10427371
231,2007-4-5,1,2,Grajewo,901.322296828
77,2007-4-15,None,3,Kadzidło,1879.4938492
275,2007-3-1,None,3,Kępno,560.361272413
709,2007-6-15,7,1,Dobrcz,2095.12192744
141,2007-3-8,None,3,Błotnica,734.979670593
320,2007-10-17,10,1,Śrem,4445.89670763
336,2007-11-20,1,1,Kraków,1558.07470833
123,2007-4-18,11,1,Goleszów,2906.07254214
633,2007-10-1,None,3,Brochów,2345.99751615
375,2007-6-23,4,1,Wielki,1494.39820588
384,2007-3-27,None,3,Ryglice,2266.81491024
223,2007-6-16,1,1,Sarnaki,4361.64297241
728,2007-9-6,9,1,Mogielnica,1765.71460376
304,2007-12-7,None,3,Galewice,495.074863434
304,2007-6-27,6,2,Rymanów,2237.95793449
476,2007-8-15,1,1,Mściwojów,635.460732396
189,2007-2-3,None,3,Walce,793.691748802
479,2007-10-19,3,1,Świebodzin,3902.9613732
151,2007-11-25,4,2,nad,4860.95771929
31,2007-2-20,None,3,Dolny,4786.75419457
500,2007-12-28,None,3,Stąporków,2340.47868573
271,2007-7-19,None,3,Przemyśl,1972.28107612
594,2007-4-12,9,1,Kozy,4461.97561084
627,2007-12-9,None,3,Mogielnica,974.823813736
205,2007-11-4,7,2,Sokoły,4195.8279914
65,2007-9-27,None,3,Czosnów,2881.87914969
497,2007-1-19,10,1,Szamotuły,4383.26253929
735,2007-2-22,None,3,Żelazków,2848.00636282
639,2007-7-14,10,2,Ciepielów,4666.73642705
253,2007-12-16,None,3,Stara,2092.79998785
697,2007-3-17,None,3,Luboń,3806.809595
77,2007-4-20,3,1,Górny,1309.86665176
581,2007-6-19,None,3,Nowa,2928.11482323
397,2007-10-3,None,3,Narewka,3603.22438366
525,2007-1-1,None,3,Gnojnik,1834.15216727
439,2007-5-8,3,2,Nowa,1666.86971031
488,2007-5-15,4,1,Bartoszyce,4776.12309723
655,2007-8-17,5,1,Szreńsk,3202.26790934
343,2007-10-7,6,1,Korfantów,434.700679294
572,2007-8-2,9,2,Górne,2408.46511253
139,2007-2-14,None,3,Międzyzdroje,4008.92415424
734,2007-12-14,11,2,Chojnice,3930.47741723
45,2007-5-15,2,2,Opolski,1515.85170198
113,2007-8-19,2,1,Turek,1800.62606875
346,2007-5-28,5,2,Cisna,1546.79527581
567,2007-7-7,None,3,Suchań,2147.05791543
519,2007-7-26,None,3,Cyców,1759.78086739
131,2007-2-21,8,2,Marki,1298.09497978
161,2007-9-6,None,3,Świętej,563.172698654
60,2007-1-18,None,3,Postomino,2848.3994554
560,2007-12-18,11,2,Liszki,3562.01311718
46,2007-11-14,6,1,Lubasz,3239.01275536
168,2007-5-3,2,1,Osiecznica,1775.83314854
158,2007-10-14,None,3,Bodzentyn,4387.82816247
544,2007-10-4,None,3,Czerwińsk,2616.21471521
206,2007-8-8,None,3,Wiskitki,815.783642938
18,2007-3-15,8,2,Abramów,2397.09290059
186,2007-10-3,11,1,Żyrzyn,1218.48709356
526,2007-10-11,1,1,Kleczew,4489.7740944
318,2007-3-12,5,1,Lgota,4697.84345092
651,2007-2-25,7,1,Krosno,3470.08191574
587,2007-3-13,10,1,Koszarawa,3852.31616486
194,2007-1-7,9,2,Muszyna,1878.16355584
284,2007-6-16,1,2,Zatory,3966.68118114
246,2007-6-19,11,2,Ksawerów,1440.55428505
654,2007-3-20,7,2,Krajeńskie,196.570420502
562,2007-2-25,4,1,Kobylin,1477.3413964
671,2007-8-16,None,3,Leśna,1741.93847452
679,2007-3-6,None,3,Szczeciński,1392.17334609
575,2007-3-20,None,3,Pruszcz,4053.78595758
154,2007-12-12,9,1,Pabianice,3528.37470443
222,2007-7-2,None,3,Jerzmanowice,2430.91224479
634,2007-7-28,2,1,Ryglice,1397.74919286
459,2007-10-11,10,2,Piła,1992.49344265
357,2007-7-2,5,1,Wyszków,447.540372686
56,2007-7-24,None,3,Skrwilno,2556.05567049
93,2007-6-27,5,2,Lanckorona,4853.4730891
600,2007-3-12,None,3,Olsztyn,1522.80508928
143,2007-9-11,None,3,Żukowice,1206.5139462
524,2007-11-6,1,2,Goworowo,4362.59195583
184,2007-2-22,9,2,Rajcza,204.62521516
575,2007-1-3,None,3,Kalwaria,1382.57029896
230,2007-4-14,None,3,Regnów,2282.63526124
91,2007-11-9,None,3,Błaszki,2072.61334201
678,2007-2-10,3,2,Chęciny,2634.51355214
614,2007-3-20,10,1,Udanin,4977.86722696
324,2007-4-16,2,2,Skoczów,4667.67295485
485,2007-1-27,1,2,Węgrów,445.73407289
489,2007-5-21,None,3,Drawsko,127.760672029
286,2007-10-7,11,1,Strzelin,2450.9924478
710,2007-10-28,5,1,Wielopole,723.743158028
23,2007-6-11,2,1,Żyrardów,3693.57287092
726,2007-2-12,3,1,Niegosławice,4483.12640808
407,2007-6-19,3,1,Kozielice,2624.2672311
474,2007-6-4,10,2,Oporów,1524.38495092
165,2007-3-12,8,2,Krypno,3556.49332434
508,2007-2-3,3,2,Łubnice,1507.24547253
670,2007-1-26,None,3,Kaliska,2789.52168763
208,2007-8-27,5,2,Tychowo,1711.77762652
453,2007-7-23,None,3,Zbiczno,1181.05376871
112,2007-2-13,None,3,Nowa,496.154512386
520,2007-10-4,11,2,Doruchów,2731.99772603
585,2007-1-13,9,2,Prószków,3561.34966141
266,2007-6-19,4,1,Bobolice,1456.96847594
630,2007-12-4,5,1,Kodeń,3324.31308849
554,2007-3-20,11,2,Pruszcz,1292.77636715
144,2007-5-8,5,2,Nowy,1125.00307785
4,2007-1-21,6,1,Łyse,930.295943474
75,2007-8-20,2,2,Grunwald,1298.87456719
368,2007-12-25,None,3,Witnica,661.530600492
148,2007-7-17,1,2,Górka,2440.98009941
740,2007-6-1,4,1,Walce,2151.38451444
223,2007-3-13,8,1,Szreńsk,2293.53231428
106,2007-8-11,None,3,Szydłów,852.119368681
394,2007-1-7,1,1,Dąbrowa,3686.6933558
455,2007-9-14,3,2,Kochanowice,3720.03219599
434,2007-3-19,4,1,Zakrzewo,1691.53775551
21,2007-5-1,5,1,Libiąż,3133.64097318
546,2007-4-6,None,3,Roźwienica,3998.07206087
55,2007-11-24,5,2,Kamienica,921.97158923
234,2007-10-24,3,1,Bogoria,2132.77230816
159,2007-8-23,11,1,Chybie,2997.17986039
117,2007-1-1,None,3,Trzciana,4897.15787995
440,2007-3-10,4,2,Wyżna,2678.85282148
551,2007-4-6,None,3,Nowosolna,1109.18816076
159,2007-4-27,11,2,Grębów,1636.83717272
531,2007-5-12,None,3,Piecki,1904.92637332
535,2007-5-25,6,1,Gorzków,3471.39342587
443,2007-11-4,None,3,Godów,2629.94231397
347,2007-7-16,11,1,Pieniężno,2831.69957583
712,2007-7-27,9,1,Opolskie,4585.97317687
372,2007-12-18,10,1,Pilawa,4849.45648627
151,2007-9-13,4,1,Bobrowo,3840.13414231
677,2007-1-27,6,1,Rzepiennik,4756.84199323
680,2007-11-14,1,2,Turawa,370.624367226
415,2007-9-10,3,2,Borki,4862.75303904
303,2007-8-28,7,1,Oksa,423.116227892
39,2007-12-8,1,2,Wołoska,3556.10092985
526,2007-2-2,9,1,Sławno,2491.31896033
518,2007-11-24,2,1,Strzyżewski,4938.04413325
617,2007-1-15,None,3,Gogolin,795.713642918
617,2007-3-12,9,1,Piecki,1754.83078116
244,2007-7-22,8,1,Płock,2098.53700172
378,2007-7-17,2,1,Józefów,1229.36333315
45,2007-8-3,None,3,Wojcieszków,1852.29831549
430,2007-12-5,11,2,Roźwienica,4513.78588424
596,2007-9-16,11,2,Skępe,538.340859195
53,2007-9-17,None,3,Wyszki,2205.92349756
471,2007-11-25,None,3,Wydminy,1479.73196403
652,2007-2-17,4,2,Łapanów,939.613020938
739,2007-12-27,None,3,Bobowo,4218.44626654
116,2007-2-28,None,3,Jedlicze,3679.42848174
190,2007-5-4,1,2,Zbąszynek,3070.27599592
532,2007-2-24,1,1,Siepraw,625.741776859
185,2007-10-18,11,2,Kuślin,541.145053438
154,2007-4-1,7,2,Grębów,3051.58771301
284,2007-3-22,None,3,Cekcyn,4708.62144503
339,2007-1-10,11,1,Kłodzki,2752.51039599
102,2007-6-8,2,1,Regimin,349.777782262
117,2007-5-15,7,2,Tereszpol,3246.20611035
595,2007-11-21,6,1,Święta,495.203958149
430,2007-3-28,9,2,Pszczółki,1250.54587443
152,2007-12-28,None,3,Brzeski,3675.15418642
684,2007-3-27,None,3,Święta,3949.93221493
749,2007-6-16,11,1,Podlaski,4680.50014205
621,2007-1-4,5,1,Gozdowo,4124.22184143
491,2007-6-17,1,2,Dębowiec,1011.90800135
675,2007-1-15,1,1,Domaniewice,2341.81637843
362,2007-11-27,None,3,Świercze,1671.93758665
205,2007-2-10,None,3,Szklarska,1069.30408611
353,2007-11-14,None,3,Ulhówek,4357.72160901
59,2007-1-5,1,1,Turek,4046.11847548
284,2007-9-24,4,2,Piekary,4802.22770631
271,2007-2-23,10,2,Ręczno,4282.9324275
489,2007-9-26,3,2,Mazowiecki,2271.30229427
528,2007-4-6,4,2,Mełgiew,4566.21796518
491,2007-5-7,6,2,Maszewo,1604.34013839
104,2007-9-26,None,3,Ujsoły,271.134842786
356,2007-11-13,6,2,Środa,2363.40428379
732,2007-9-22,None,3,Maleniecka,1164.89248748
448,2007-3-9,5,2,Żarki,3595.14742022
315,2007-1-2,5,1,Bestwina,878.841934303
128,2007-3-18,None,3,Sękowa,1739.00445558
463,2007-6-5,11,2,Ełk,260.704619866
30,2007-8-7,1,1,Wielka,1758.88475271
181,2007-4-27,4,1,Głuszyca,4801.37492225
439,2007-12-16,9,1,Września,4443.24102404
372,2007-10-14,None,3,Końskie,3282.52843881
78,2007-4-4,8,2,Środa,3925.98948195
471,2007-11-8,None,3,Tereszpol,2603.96785892
379,2007-11-17,None,3,Kujawskie,3479.0685455
240,2007-10-5,5,2,Telatyn,739.807215747
430,2007-1-3,None,3,Księżpol,2676.81243059
468,2007-9-15,9,2,Kraśnik,3962.55273136
582,2007-9-3,6,1,Reńska,908.768950326
178,2007-2-3,8,2,Tatrzańska,2510.37864178
699,2007-1-12,5,1,Żmigród,2436.56082845
76,2007-9-15,10,1,Białogard,3021.76841724
359,2007-9-16,2,1,Padew,3492.79898213
242,2007-4-16,7,2,Ćmielów,671.260631587
674,2007-5-25,1,1,Myślibórz,1351.71751713
396,2007-11-14,None,3,Dolny,2841.40859099
621,2007-2-21,10,2,Sadlinki,3332.37701324
668,2007-8-10,None,3,Trybunalski,3744.96253051
501,2007-6-4,10,2,Miejska,2162.14039111
735,2007-7-12,5,2,Nowy,391.175793092
419,2007-9-22,9,2,Kalinowo,3181.86605192
617,2007-11-21,8,1,Kisielice,1887.2953105
343,2007-10-15,None,3,Branice,4338.27906906
734,2007-9-20,9,2,Lubomierz,1189.58122807
450,2007-4-4,None,3,Nowe,257.151284941
9,2007-6-28,None,3,Żywiec,1817.57884733
41,2007-6-6,None,3,Stary,1783.88673758
464,2007-2-16,11,2,Otyń,4717.70480102
27,2007-6-10,None,3,Piechowice,1907.36810747
731,2007-4-7,5,1,Wielka,4077.80509997
696,2007-4-27,None,3,Dolna,2298.22824256
140,2007-9-13,10,1,Lipnica,2287.04538562
355,2007-6-20,1,1,Dobryszyce,3670.53954598
671,2007-1-24,None,3,Krzysztoporska,1177.81000061
257,2007-9-17,None,3,Celestynów,2135.43527797
238,2007-7-2,1,1,Lubelski,2259.89311804
560,2007-12-15,None,3,Brzyska,3924.98082215
414,2007-11-4,9,2,Korzenna,2943.71429724
419,2007-4-15,2,1,Susz,2365.20622724
695,2007-4-23,None,3,Wielkopolski,690.714798446
226,2007-8-8,8,1,Wielka,1192.26202675
704,2007-7-8,6,1,Stalowa,469.455859082
573,2007-4-27,2,1,Zabrodzie,2120.94324903
13,2007-4-9,9,2,Olszanica,2918.56900999
260,2007-4-17,11,1,Rząśnia,3414.36090743
572,2007-12-12,5,1,Ceranów,1260.11004832
77,2007-2-23,11,2,Orzysz,2219.3545043
513,2007-3-26,None,3,Warszawa,2996.72433876
345,2007-3-14,11,2,Podlaski,2444.88714028
478,2007-9-5,None,3,Mirzec,566.093775067
631,2007-10-3,4,1,Sidra,2367.87204077
5,2007-6-26,3,1,Żarnów,4476.82186211
550,2007-4-26,None,3,Podkowa,1808.8925442
203,2007-11-26,6,2,Grodzisk,2507.14394089
690,2007-11-21,None,3,Szczuczyn,2540.74498436
484,2007-9-14,11,1,Mędrzechów,2686.91802875
47,2007-2-28,2,1,Wieprz,4464.33803139
219,2007-4-9,None,3,Długosiodło,662.203668893
87,2007-6-15,2,2,Korczyn,817.043997324
546,2007-2-16,11,2,Frysztak,3509.61536035
732,2007-7-3,None,3,Strumień,1382.71110981
60,2007-9-28,None,3,Kawęczyn,2142.75557341
681,2007-6-26,8,2,Gorzkowice,258.004464329
711,2007-10-28,None,3,Piekoszów,993.479419241
434,2007-1-23,1,2,Stok,2046.47411561
266,2007-7-6,None,3,Kujawski,2257.9577508
697,2007-1-4,10,2,Cmolas,1352.10029225
617,2007-8-11,1,2,Narodowy,449.797040586
13,2007-4-11,11,1,Ceków,1637.8339394
157,2007-5-10,7,2,Niżne,4486.12028779
338,2007-3-25,10,1,Polska,4091.70787082
637,2007-12-24,10,1,Rędziny,4180.15682282
616,2007-9-22,7,1,Wiślica,1315.22308057
82,2007-10-14,7,1,Brok,1618.62226189
320,2007-12-5,None,3,Wielka,3653.31723157
521,2007-4-22,1,2,Lipusz,484.019231337
684,2007-1-15,9,1,Roźwienica,1766.73247873
692,2007-5-25,3,1,Kościelny,617.330510673
576,2007-6-9,7,1,Ursus,4005.64722811
742,2007-5-15,4,1,Bytom,283.60084374
590,2007-3-17,2,2,Koziegłowy,4299.68698148
540,2007-9-13,None,3,Myszków,689.522122911
747,2007-4-1,1,2,Sitkówka,2372.74531715
477,2007-3-9,8,2,Łącko,4282.56165075
679,2007-5-2,None,3,Elbląskie,4390.62869172
322,2007-10-24,None,3,Łagów,125.488380499
487,2007-4-26,7,2,Mazowiecki,2225.59893861
590,2007-7-23,11,1,Brzeg,1981.10486647
472,2007-12-25,None,3,Zabór,2046.46686384
157,2007-4-24,8,2,Nowogród,4840.63283558
602,2007-8-3,10,2,Lublin,479.664671858
397,2007-5-2,1,1,Baruchowo,3834.06383834
640,2007-3-12,2,2,Dźwierzuty,1364.79307484
679,2007-5-15,None,3,Darłowo,4624.44018553
575,2007-5-16,3,2,Juchy,3849.41120062
63,2007-12-15,11,2,Góra,3895.66151172
89,2007-1-18,3,1,Białośliwie,4794.79081595
666,2007-9-20,6,2,Piątnica,421.821751853
390,2007-2-28,5,2,Nowy,561.839393373
402,2007-9-22,8,2,Dębnica,1245.39489684
259,2007-4-2,7,1,Linia,3700.54097408
110,2007-7-8,2,1,Lipka,3134.73188138
36,2007-5-19,None,3,Babice,2283.48194484
627,2007-10-10,10,2,Kleszczewo,104.937330317
426,2007-6-21,5,1,Ostrówek,4040.41276949
88,2007-12-3,2,1,Grybów,3213.77176156
51,2007-9-20,3,1,Wilanów,2760.24487923
542,2007-11-6,None,3,Janów,4148.91198564
359,2007-12-16,None,3,Świeradów-Zdrój,598.075166571
711,2007-9-7,6,1,Graniczne,1603.46296075
520,2007-10-19,6,1,Rachanie,789.027701969
244,2007-7-7,2,2,Kurowo,4915.45505386
647,2007-12-15,10,2,Tomaszów,3519.17946429
141,2007-5-10,None,3,Podlaski,276.28667439
198,2007-9-8,11,2,Międzybórz,523.058839015
270,2007-12-12,None,3,Głubczyce,716.49296743
473,2007-4-7,6,1,Wielki,1537.03579308
418,2007-9-6,3,2,Tarnowskie,3895.5813099
134,2007-10-8,None,3,Czersk,2039.99829637
264,2007-12-2,10,2,Garbatka,379.052155649
556,2007-11-5,8,2,Klimontów,1649.89911025
65,2007-12-3,6,2,Kołbaskowo,2500.98590897
553,2007-8-27,None,3,Mieroszów,4503.78899892
559,2007-2-26,9,2,Zabierzów,4090.18142736
721,2007-4-16,6,2,Maków,4565.86077744
255,2007-9-21,11,2,Warmiński,4951.47884139
209,2007-5-6,8,1,Czyże,997.728851168
209,2007-2-22,1,1,Brusy,640.346987523
287,2007-7-7,3,2,Strzyżewski,664.601072234
658,2007-2-26,None,3,Lichnowy,1016.82457965
124,2007-5-10,None,3,Czerwonak,465.319883562
184,2007-4-12,None,3,Lubenia,4518.74140204
38,2007-8-28,None,3,Dobrzany,1104.1893772
373,2007-6-7,4,2,Pniewy,1459.58711407
48,2007-2-4,11,1,Goraj,885.074830629
220,2007-10-26,4,2,Liszki,1229.56401905
456,2007-6-5,8,2,Winnica,1336.19116023
147,2007-4-15,9,2,Stężyca,1783.98586978
353,2007-7-17,None,3,Rembertów,3085.68351636
648,2007-6-11,None,3,Wyszogród,2535.0690049
292,2007-9-12,6,2,Pilzno,1508.985033
307,2007-10-17,2,2,Różana,3819.97678002
41,2007-10-19,None,3,Las,3798.89475034
560,2007-6-5,None,3,Wałcz,3717.14036565
466,2007-11-4,None,3,Świerczów,2794.72941381
537,2007-6-11,None,3,Obrowo,3325.53525877
690,2007-12-5,None,3,Uhruska,1495.16402876
229,2007-3-19,2,1,Reymontowskie,4903.79320947
287,2007-10-8,11,2,Maków,3166.10672236
223,2007-5-21,None,3,Koźminek,338.206794667
545,2007-3-15,2,1,Hrubieszów,123.752583421
597,2007-7-25,7,1,Jaworze,1920.32977885
365,2007-11-3,3,1,Krasnopol,4494.72794044
646,2007-9-20,None,3,Szczawnica,4425.43145209
210,2007-6-27,11,1,Borowe,2880.05838363
359,2007-6-1,None,3,Rymań,4353.33761614
81,2007-8-17,5,1,Tułowice,4342.6521415
347,2007-10-28,6,2,Góra,2512.45781454
706,2007-1-8,8,1,Tuchomie,3927.25949384
705,2007-5-1,1,2,Czarna,1028.09517726
628,2007-5-23,None,3,Koło,726.110475025
142,2007-1-5,6,1,Łapsze,2742.71838999
733,2007-6-13,7,1,Krzeszowice,2237.98965149
712,2007-4-16,None,3,Złotów,213.164879285
330,2007-3-5,9,2,Niechanowo,3185.01396902
471,2007-5-19,None,3,Komarów,2972.0881312
466,2007-7-27,10,1,Czerwińsk,1456.4086251
76,2007-2-8,5,2,Radzionków,3147.11575064
469,2007-7-11,8,1,Płaska,3476.01799762
714,2007-9-4,4,1,Zbąszyń,1658.31124589
55,2007-4-26,1,2,Buczkowice,3433.09209755
710,2007-7-22,3,1,Wilga,4759.57305724
95,2007-11-26,4,1,Zatory,953.767793751
604,2007-8-26,None,3,Szerzyny,1556.48998246
703,2007-9-23,None,3,Łobez,3714.55218411
494,2007-7-15,1,1,Roźwienica,4719.36037531
641,2007-6-23,5,1,Stary,1915.18807218
290,2007-8-15,None,3,Czarna,2531.78697739
27,2007-4-24,3,2,Trzebiechów,3304.04136609
307,2007-5-4,None,3,Górowo,961.371287578
530,2007-1-3,None,3,Potok,378.868930522
454,2007-4-26,9,1,Łęknica,980.912880534
401,2007-3-21,6,2,Mikołajki,3904.98449549
